sample_id,reads,flow_id,date,longitude,latitude,fire,ammonium,clay,conductivity,elev,exc_aluminium,exc_calcium,exc_magnesium,exc_potassium,exc_sodium,nitrate,organic_carbon,ph,phosphorus_colwell,potassium_colwell,sand,silt,sulphur,texture,vegetation_type,woody_veg_cover
s39344,48007,BC8BY,2017-05-20,145.9048259,-37.866398770000004,,25,19.8630137,0.077,NA,1.548,4.03,1.3,0.5,0.12,2,4.6,4.7,5,218,60.61643836,19.52054795,6.9,2,,84.00000000000001
s39346,72976,BC267,2017-05-23,145.5178648,-37.57024586,,21,26.4604811,0.063,NA,6.546,1.55,0.41,0.53,0.09,16,5.14,4.1,17,209,26.63230241,46.90721649,10.3,2,,96
s39348,62775,BC267,2017-05-24,145.5725236,-37.5600591,,84,21.5483871,0.153,NA,8.288,1.89,0.96,0.47,0.09,148,5.45,3.7,70,208,49.16129032,29.29032258,19.8,1.5,,63.000000000000014
s39350,89657,BC267,2017-05-26,145.584558,-37.4864243,,17,39.20099875,0.07,NA,2.742,2.43,0.82,0.73,0.05,22,4.45,4.4,15,307,46.31710362,14.48189763,7,2,,74
s39352,80890,BC267,2017-05-28,145.9047119,-37.86564966,,27,13.17919075,0.063,NA,1.373,4.65,1.45,0.49,0.08,1,4.36,4.6,6,215,59.42196532,27.39884393,8.3,2,,84.00000000000001
s39354,97891,BC267,2017-05-31,145.7329369,-37.80164913,,52,24.04933196,0.189,NA,8.336,1.39,0.64,0.47,0.13,121,4.63,3.9,23,194,37.71839671,38.23227133,17,1.5,,91.00000000000001
s39356,77870,BC267,2017-06-01,145.8829373,-37.82747453,,136,25.40145985,0.278,NA,8.004,3.71,1.96,0.58,0.21,78,5.24,3.6,20,258,32.84671533,41.75182482,21.8,1.5,,89.00000000000001
s39360,69108,BC267,2017-06-05,145.5443698,-37.51566046,,64,28.39805825,0.154,NA,9.811,1.93,0.88,0.41,0.09,52,5.52,3.6,15,172,18.2038835,53.39805825,12.7,2,,89.00000000000001
s39362,104666,BC267,2017-06-07,145.8787283,-37.82478478,,52,7.317073171,0.155,NA,7.441,2.49,0.84,0.38,0.1,42,4.8,3.8,19,182,17.07317073,75.6097561,15.8,1.5,,85.00000000000001
s39364,84886,BC267,2017-06-09,145.5862072,-37.49013936,,28,22.56809339,0.125,NA,4.685,2.07,0.41,0.48,0.05,63,4.11,4.3,22,195,35.66796368,41.76394293,9.3,2,,75
s39366,61697,BC267,2017-06-11,145.6035225,-37.50907429,,25,12.2875817,0.094,NA,3.987,4.28,1.51,0.73,0.19,5,4.93,4.5,14,323,9.934640523,77.77777778,11.2,2,,85.00000000000001
s39368,49904,BC267,2017-06-13,145.6030587,-37.50664432,,26,16.66666667,0.122,NA,1.525,8.44,1.88,0.76,0.13,38,4.52,4.7,21,340,27.77777778,55.55555556,8.4,2.5,,62.000000000000014
s39370,84574,BC267,2017-06-15,145.8994652,-37.85915665,,49,23.68742369,0.101,NA,3.438,5.24,2.46,0.7,0.25,4,5.15,4.3,16,305,47.98534799,28.32722833,13.8,1.5,,78
s39372,93143,BC267,2017-06-17,145.7255046,-37.7979008,,65,17.77188329,0.158,NA,9.413,2.17,0.75,0.43,0.1,124,5.42,3.7,27,187,39.52254642,42.70557029,17.8,1.5,,87.00000000000001
s401181,57205,KCVJJ,2021-11-09,149.304275,-36.523397,,34,15.82,0.102,NA,0.04,7.46,2.07,0.33,0.1,1e-10,3.5,5.3,29,137,65.14,19.04,6,2.0,Woodland,41.99999999999999
s401191,47619,KCVJJ,2021-11-19,148.717181,-36.44835,,8,16.97,0.068,NA,0.01,12.49,2.11,0.42,0.07,1,3.59,5.9,25,228,70.23,12.81,4.5,2.0,Woodland,35.00000000000001
s401217,63568,KCVJJ,2021-11-30,149.455342,-36.223378,,14,12.65,0.066,NA,0.02,8.93,1.13,0.27,0.04,1e-10,2.82,5.4,18,144,78.86,8.5,5.4,2.0,Woodland,31.000000000000007
s401548,39748,KG28C,2021-01-27,150.73224,-34.04879,,4.7770649947,12.91,0.0547,NA,NA,NA,NA,NA,NA,2.8607446518,0.021528452,NA,NA,NA,73.09,14,NA,Sandy loam,Woodland,31.000000000000007
s401549,44907,KG28C,2021-01-27,150.73213,-34.0494,,3.5405430783,1.91,0.0849,NA,NA,NA,NA,NA,NA,3.9088783981,0.0078765014,NA,NA,NA,94.09,4,NA,Sand,Woodland,31.000000000000007
s401550,25020,KG28C,2021-01-27,150.73091,-34.0494,,4.4535959572,4.91,0.0551,NA,NA,NA,NA,NA,NA,1.9874017177,0.0072403611,NA,NA,NA,86.09,9,NA,Loamy sand,Woodland,39.000000000000014
s401551,44023,KG28C,2021-01-27,150.73294,-34.0492,,3.7979564935,8.91,0.0611,NA,NA,NA,NA,NA,NA,8.1144200787,0.0066299818,NA,NA,NA,80.09,11,NA,Loamy sand,Woodland,31.000000000000007
s401552,55421,KG28C,2021-01-27,150.86621,-33.77004,,3.795842251,11.91,0.0396,NA,NA,NA,NA,NA,NA,0.522287462,0.0062348864,NA,NA,NA,71.09,17,NA,Sandy loam,Woodland,43.99999999999999
s401553,40800,KG28C,2021-01-27,150.73021,-34.04907,,2.9218738748,7.91,0.0839,NA,NA,NA,NA,NA,NA,1.7029586404,0.0038488627,NA,NA,NA,71.09,21,NA,Sandy loam,Woodland,39.000000000000014
s401556,52854,KG28C,2021-01-29,150.88248,-33.61367,,4.139234754,18.91,0.0495,NA,NA,NA,NA,NA,NA,5.6828908356,0.003528152,NA,NA,NA,71.09,10,NA,Sandy loam,Woodland,37.000000000000014
s401557,59019,KG28C,2021-01-29,150.87872,-33.61544,,4.2940797688,4.91,0.0599,NA,NA,NA,NA,NA,NA,15.8729437629,0.0244917626,NA,NA,NA,84.09,11,NA,Loamy sand,Woodland,40.99999999999999
s401558,47324,KG28C,2021-01-29,150.87895,-33.61405,,2.5561692408,19.91,0.0482,NA,NA,NA,NA,NA,NA,6.9270547854,0.0037379879,NA,NA,NA,65.09,15,NA,Sandy loam,Woodland,40.99999999999999
s401559,48854,KG28C,2021-02-02,150.79556,-33.65126,,4.0522317866,15.31,0.0238,NA,NA,NA,NA,NA,NA,0.1218815936,0.0050441757,NA,NA,NA,65.09,19.6,NA,Sandy loam,Woodland,48
s401560,43304,KG28C,2021-01-29,150.88022,-33.61179,,2.6500619218,19.91,0.0653,NA,NA,NA,NA,NA,NA,5.2354200658,0.004748047,NA,NA,NA,69.09,11,NA,Sandy loam,Woodland,51
s401561,63756,KG28C,2021-01-29,150.88182,-33.60955,,3.4826932466,4.91,0.0511,NA,NA,NA,NA,NA,NA,4.2881543779,0.0251377201,NA,NA,NA,85.09,10,NA,Loamy sand,Woodland,37.000000000000014
s401562,41503,KG28C,2021-01-29,150.87949,-33.61308,,8.4051319832,17.91,0.0526,NA,NA,NA,NA,NA,NA,12.4853775,0.0042695015,NA,NA,NA,73.09,9,NA,Sandy loam,Woodland,51
s401563,48629,KG28C,2021-02-02,150.75069,-33.67481,,7.8420918918,14.91,0.0378,NA,NA,NA,NA,NA,NA,0.337340424,0.0070987412,NA,NA,NA,70.69,14.4,NA,Sandy loam,Woodland,40.99999999999999
s401564,70315,KG28C,2021-02-03,150.71494,-33.69629,,7.5509288703,19.91,0.0385,NA,NA,NA,NA,NA,NA,0.0234811715,0.0053698745,NA,NA,NA,62.09,18,NA,Sandy loam,Woodland,37.000000000000014
s401565,90295,KG28C,2021-02-03,150.71541,-33.69687,,17.4196054003,3.31,0.0268,NA,NA,NA,NA,NA,NA,0.2766513761,0.0070891915,NA,NA,NA,83.09,13.6,NA,Loamy sand,Woodland,37.000000000000014
s401566,61544,KG28C,2021-02-03,150.72525,-33.69566,,2.6034125602,35.91,0.0313,NA,NA,NA,NA,NA,NA,0.0057643169,0.00543081,NA,NA,NA,23.09,41,NA,Clay loam,Woodland,34.00000000000001
s401567,62993,KG28C,2021-02-03,150.72144,-33.69329,,2.7904524709,19.91,0.046,NA,NA,NA,NA,NA,NA,0.1450156402,0.0061961228,NA,NA,NA,45.09,35,NA,Loam,Woodland,35.00000000000001
s401568,73288,KG28C,2021-02-02,150.75291000000001,-33.67646,,3.4041553405,13.91,0.0216,NA,NA,NA,NA,NA,NA,0.151639208,0.0061621538,NA,NA,NA,60.09,26,NA,Sandy loam,Woodland,40.99999999999999
s401569,74994,KG28C,2021-02-04,151.1588,-33.73661,,56.7252570677,12.91,0.1106,NA,NA,NA,NA,NA,NA,34.8978217338,0.0525580013,NA,NA,NA,65.09,22,NA,Sandy loam,Woodland,69
s401570,70576,KG28C,2021-02-04,151.15686,-33.73623,,76.194498125,25.91,0.0953,NA,NA,NA,NA,NA,NA,49.7298716229,0.1357276024,NA,NA,NA,47.09,27,NA,Sandy clay loam,Woodland,69
s401571,52918,KG28C,2021-02-05,151.06242,-33.75353,,3.8389272031,4.91,0.0737,NA,NA,NA,NA,NA,NA,1.589006498,0.0099840231,NA,NA,NA,88.09,7,NA,Sand,Woodland,55.00000000000001
s401572,59178,KG28C,2021-02-03,150.74571,-33.6547,,3.6062452421,5.91,0.02,NA,NA,NA,NA,NA,NA,0.9445829622,0.0025800368,NA,NA,NA,87.09,7,NA,Loamy sand,Woodland,52
s401573,76567,KG28C,2021-02-04,151.15628,-33.7359,,65.6879423868,16.91,0.0975,NA,NA,NA,NA,NA,NA,15.3978875171,0.0313002743,NA,NA,NA,47.09,36,NA,Loam,Woodland,58.00000000000001
s401574,45329,KG28C,2021-02-04,151.155,-33.7375,,2.2974300094,7.31,0.1171,NA,NA,NA,NA,NA,NA,10.1875380271,0.0088456871,NA,NA,NA,82.09,10.6,NA,Loamy sand,Woodland,69
s401575,99191,KG28C,2021-02-03,150.74469,-33.65388,,3.3812713669,18.91,0.0288,NA,NA,NA,NA,NA,NA,1.776187648,0.022812664,NA,NA,NA,64.09,17,NA,Sandy loam,Woodland,50
s401576,53302,KG28C,2021-02-02,150.80072,-33.65294,,1.9896214036,17.31,0.0227,NA,NA,NA,NA,NA,NA,0.33042,0.0035843704,NA,NA,NA,63.09,19.6,NA,Sandy loam,Woodland,47
s401577,75117,KG28C,2021-02-02,150.79839,-33.65123,,6.5704688797,13.51,0.0328,NA,NA,NA,NA,NA,NA,0.6441636157,0.0178236057,NA,NA,NA,71.09,15.4,NA,Sandy loam,Woodland,53
s401578,54989,KG28C,2021-02-03,150.74464,-33.65332,,0.8547158553,22.91,0.0327,NA,NA,NA,NA,NA,NA,2.5181951005,0.0028408471,NA,NA,NA,62.09,15,NA,Sandy clay loam,Woodland,50
s401579,52242,KG28C,2021-02-03,150.74562,-33.65373,,3.1644853241,20.91,0.0338,NA,NA,NA,NA,NA,NA,1.9870989035,0.0216519097,NA,NA,NA,63.09,16,NA,Sandy clay loam,Woodland,52
s401580,67618,KG28C,2021-02-05,151.05623,-33.7498,,2.471539017,17.91,0.0842,NA,NA,NA,NA,NA,NA,6.4016396925,0.0281928338,NA,NA,NA,72.09,10,NA,Sandy loam,Woodland,54
s401581,76212,KG28C,2021-02-05,151.10703,-33.73052,,4.5756773807,7.71,0.1005,NA,NA,NA,NA,NA,NA,7.173934806,0.0325192562,NA,NA,NA,84.09,8.2,NA,Loamy sand,Woodland,58.00000000000001
s401582,76095,KG28C,2021-02-05,151.10237,-33.73046,,3.487694344,11.31,0.1058,NA,NA,NA,NA,NA,NA,7.6788497546,0.029394909,NA,NA,NA,70.69,18,NA,Sandy loam,Woodland,56.00000000000001
s401583,77936,KG28C,2021-02-05,151.14209,-33.7347,,2.2343732743,21.11,0.1515,NA,NA,NA,NA,NA,NA,11.2779028133,0.0069042562,NA,NA,NA,58.69,20.2,NA,Sandy clay loam,Woodland,52
s401584,72567,KG28C,2021-02-01,151.04044,-33.74775,,3.0828439639,0.91,0.0586,NA,NA,NA,NA,NA,NA,5.1213708814,0.0214208175,NA,NA,NA,95.09,4,NA,Sand,Woodland,65.00000000000001
s401585,79356,KG28C,2021-02-01,151.03778,-33.74152,,5.7931983987,5.31,0.0782,NA,NA,NA,NA,NA,NA,1.1342177653,0.0073706139,NA,NA,NA,77.09,17.6,NA,Loamy sand,Woodland,70
s401586,52076,KG28C,2021-01-28,150.66628,-33.80072,,3.8541104544,1.91,0.0507,NA,NA,NA,NA,NA,NA,2.9345272235,0.0050236808,NA,NA,NA,91.09,7,NA,Sand,Woodland,53
s401589,70817,KG28C,2021-01-28,150.67021,-33.79639,,17.8537333333,13.31,0.0384,NA,NA,NA,NA,NA,NA,1.5615644444,0.0239299556,NA,NA,NA,78.69,8,NA,Sandy loam,Woodland,31.000000000000007
s401590,62220,KG28C,2021-01-28,150.67038,-33.8003,,2.6707265607,13.31,0.0482,NA,NA,NA,NA,NA,NA,4.680355784,0.0043339715,NA,NA,NA,62.09,24.6,NA,Sandy loam,Woodland,55.00000000000001
s401591,108073,KG28C,2021-02-01,151.03645,-33.74079,,3.9387985506,2.91,0.0703,NA,NA,NA,NA,NA,NA,3.7453186648,0.0077921553,NA,NA,NA,93.09,4,NA,Sand,Woodland,43.99999999999999
s401592,81259,KG28C,2021-02-01,151.03748,-33.74123,,15.2579320988,20.91,0.0742,NA,NA,NA,NA,NA,NA,4.463600823,0.0059725309,NA,NA,NA,71.09,8,NA,Sandy clay loam,Woodland,70
s401593,83638,KG28C,2021-02-01,151.03748,-33.74244,,25.736564016,14.91,0.0861,NA,NA,NA,NA,NA,NA,6.8838578359,0.0078093651,NA,NA,NA,72.89,12.2,NA,Sandy loam,Woodland,70
s401594,70758,KG28C,2021-02-01,151.06241,-33.74088,,5.7732796267,18.91,0.0725,NA,NA,NA,NA,NA,NA,0.1499351366,0.0300957886,NA,NA,NA,65.09,16,NA,Sandy loam,Woodland,52
s401595,84170,KG28C,2021-02-05,151.13336,-33.73914,,8.4035906714,2.91,0.0625,NA,NA,NA,NA,NA,NA,3.1785016026,0.0366387694,NA,NA,NA,87.09,10,NA,Sand,Woodland,61.00000000000001
s401596,89269,KG28C,2021-11-22,150.62592,-33.5947,,2,NA,0.018,NA,1.31,0.16,0.24,0.09,0.06,1e-10,1.32,4.6,1e-10,46,NA,NA,2.4,1.5,Woodland,72
s401598,82236,KG28C,2021-11-22,150.56583,-33.5267,,3,NA,0.022,NA,1.75,0.23,0.25,0.12,0.06,1e-10,1.46,4.5,1e-10,71,NA,NA,3.3,2.0,Woodland,55.00000000000001
s401600,90640,KG28C,2021-11-22,150.36462,-33.5788,,6,NA,0.02,NA,0.95,0.15,0.12,0.08,0.03,1e-10,1.1,4.5,1e-10,38,NA,NA,4.8,1.5,Woodland,52
s401602,66758,KG28C,2021-11-23,150.02722,-33.2204,,9,NA,0.031,NA,1.51,3.42,1.11,0.44,0.06,1e-10,3.44,4.5,7,213,NA,NA,3.3,2.5,Woodland,50
s401604,87307,KG28C,2021-11-23,150.13972,-33.3294,,7,NA,0.022,NA,2.66,0.59,0.29,0.17,0.04,1e-10,2.29,4.3,3,67,NA,NA,4.4,2.0,Woodland,65.00000000000001
s401606,72025,KG28C,2021-11-23,150.25119,-33.311,,4,NA,0.017,NA,2.81,0.26,0.2,0.12,0.06,1e-10,2.69,4.2,4,58,NA,NA,3.3,1.5,Woodland,49
s401608,44448,KG28C,2021-11-23,150.31919,-33.6479,,2,NA,0.02,NA,1.49,0.13,0.15,0.09,0.07,1e-10,1.62,4.4,2,37,NA,NA,5.2,2.0,Woodland,64.00000000000001
s401610,49281,KG28C,2021-11-24,150.45642,-33.705,,12,NA,0.026,NA,1.77,0.19,0.16,0.08,0.03,1e-10,1.32,4.2,3,43,NA,NA,3.1,1.0,Woodland,65.00000000000001
s401612,85716,KG28C,2021-11-30,150.6561,-34.5669,,15,NA,0.081,NA,2.43,4.62,1.82,0.25,0.11,17,3.09,4.2,10,106,NA,NA,8.7,2.0,Forest,94
s401614,69307,KG28C,2021-11-30,150.84319,-34.402,,5,NA,0.124,NA,0.08,6.34,4.58,0.31,0.18,33,2.74,4.9,24,188,NA,NA,11.2,2.5,Forest,78
s401616,61224,KG28C,2021-11-30,150.84216,-34.4029,,9,NA,0.15,NA,0.05,10.2,2.97,0.57,0.11,50,3.86,5.1,37,297,NA,NA,14.1,2.5,Forest,78
s401618,67865,KG28C,2021-11-30,150.84111,-34.4036,,9,NA,0.189,NA,0.06,12.78,4.56,0.81,0.14,61,4.05,5.2,45,355,NA,NA,11.8,2.0,Forest,89.00000000000001
s401620,70205,KG28C,2021-11-30,151.03063,-34.1485,,8,NA,0.08,NA,1.08,7.68,3.56,0.58,0.22,24,5.22,4.7,15,251,NA,NA,5.2,2.0,Woodland,80
s401622,64956,KG28C,2021-11-30,151.03944,-33.7464,,19,NA,0.057,NA,0.85,3.19,2.18,0.23,0.11,2,3.18,4.6,2,122,NA,NA,6.7,1.5,Woodland,65.00000000000001
s401624,102091,KG28C,2021-11-30,151.28383,-33.5857,,1,NA,0.026,NA,0.72,0.49,0.35,0.09,0.06,1e-10,1.14,4.6,2,44,NA,NA,3.9,1.0,Woodland,30.000000000000004
s401626,78593,KG28C,2021-11-30,151.3333,-33.3731,,2,NA,0.033,NA,1.65,0.26,0.23,0.06,0.06,1e-10,1.12,4.1,1e-10,44,NA,NA,3.1,1.0,Woodland,58.00000000000001
s401628,123961,KG28C,2021-11-30,151.2917,-33.2644,,1,NA,0.022,NA,1.35,0.12,0.09,0.04,0.03,1e-10,0.87,4.3,3,22,NA,NA,2.3,1.0,Woodland,58.00000000000001
s401630,97219,KG28C,2021-12-07,152.3272,-32.5136,,2,NA,0.026,NA,0.28,0.28,0.29,0.02,0.05,1e-10,0.6,3.7,1e-10,16,NA,NA,2.1,1.0,Woodland,67
s401632,78023,KG28C,2021-12-07,151.68166,-32.1227,,16,NA,0.172,NA,3.94,2.84,1.44,0.66,0.09,60,4.97,4.6,27,309,NA,NA,11,2.5,Forest,87.00000000000001
s401634,67868,KG28C,2021-12-08,151.8161,-31.9817,,13,NA,0.108,NA,0.16,16,6.92,0.82,0.28,33,4.36,5,20,390,NA,NA,8.6,2.5,Woodland,84.00000000000001
s401636,75333,KG28C,2021-12-08,152.9878,-30.8367,,1e-10,NA,0.015,NA,0.31,2.65,0.32,0.02,0.05,1,1.34,4.4,2,16,NA,NA,1.5,1.0,Woodland,61.00000000000001
s401638,57985,KG28C,2021-12-08,152.989,-30.8315,,4,NA,0.058,NA,0.58,1.33,1.3,0.09,0.1,1e-10,2.69,3.3,1e-10,50,NA,NA,3.4,1.0,Woodland,64.00000000000001
s401640,39619,KG28C,2021-12-08,153.0019,-30.6341,,3,NA,0.05,NA,1.24,2.35,2.49,0.26,0.18,1e-10,2.82,4.5,1e-10,162,NA,NA,4.4,2.5,Woodland,71
s401642,73379,KG28C,2021-12-09,152.9722,-30.3214,,13,NA,0.058,NA,6.96,0.84,1.26,0.24,0.19,1e-10,4.52,4,9,122,NA,NA,6.4,2.5,Forest,92
s401644,104779,KG28C,2021-12-09,152.79508,-30.361,,31,NA,0.1,NA,7.7,1.1,0.82,0.28,0.18,9,4.72,3.8,13,122,NA,NA,13.9,2.5,Forest,87.00000000000001
s401646,7355,KG28C,2021-12-09,152.79378,-30.362,,31,NA,0.104,NA,8.62,0.69,0.78,0.42,0.19,6,4.99,3.7,11,213,NA,NA,15,2.5,Forest,87.00000000000001
s401648,51591,KG28C,2021-12-09,152.73001,-30.3665,,22,NA,0.342,NA,8,10,3.48,0.86,0.13,127,6.48,4.2,400,339,NA,NA,15.7,2.5,Forest,85.00000000000001
s401650,68684,KG28C,2021-12-09,152.73093,-30.3655,,12,NA,0.028,NA,0.06,31.74,7.54,1.78,0.14,71,5.69,5.3,239,674,NA,NA,7.5,2.5,Forest,85.00000000000001
s401652,66968,KG28C,2021-12-10,150.78452,-31.9004,,5,NA,0.069,NA,0.02,17.65,6.32,1.22,0.12,13,3.59,5.7,119,583,NA,NA,5.3,2.5,Woodland,50
s401654,68240,KG28C,2021-12-10,150.26694,-32.45,,2,NA,0.062,NA,1.92,1,1.18,0.5,0.1,1,3.06,3.8,3,309,NA,NA,6.2,1.0,Woodland,54
s401656,69128,KG28C,2021-12-10,150.26933,-32.3984,,5,NA,0.092,NA,0.7,5.41,1.86,0.59,0.03,35,3.46,4.4,8,301,NA,NA,4.8,1.5,Woodland,40.000000000000014
s401658,49845,KG28C,2021-12-10,150.27246,-32.4029,,4,NA,0.06,NA,0.05,9.3,2.4,0.57,0.03,17,2.51,5,6,293,NA,NA,3.2,1.5,Woodland,42.99999999999999
s401660,75174,KG28C,2022-01-24,150.22814,-33.0839,,3,28.52,0.064,NA,0.04,9.02,3.46,0.56,0.08,11,2.26,5.1,4,360,59.81,11.66,3.7,2.0,Woodland,38.000000000000014
s42144,96662,BC8BY,2017-02-26,143.32144,-12.77389,,5,21.31,0.031,94,0.734,0.71,0.71,0.28,0.07,1e-10,2.71,4.6,4,116,68.52,10.17,10.8,2,Shrubland,85.00000000000001
s42146,72526,BC8BY,2017-02-26,143.31883,-12.77841,,7,13.16,0.022,58,0.094,2.83,1.55,0.29,0.08,1e-10,2.06,5.1,4,125,78.71,8.13,5.3,3,Woodland,87.00000000000001
s42147,150743,BC8BY,2017-02-26,143.31894,-12.77841,,6,14.1,0.029,58,0.09,5.69,2.75,0.44,0.08,1e-10,2.67,5.5,5,193,75.8,10.11,6,3,Woodland,75
s42150,80110,BC8BY,2017-02-26,143.31441,-12.78234,,6,16.57,0.04,60,0.558,3.44,0.73,0.23,0.09,7,2.66,4.5,3,108,75.12,8.31,7.1,2.5,Forest,76
s42151,60546,BC8BY,2017-02-26,143.31419,-12.78239,,6,11.19,0.038,60,0.547,2.03,0.53,0.15,0.05,7,2.13,4.4,3,72,80.63,8.18,5.7,2,Forest,76
s42154,61922,BC8BY,2017-02-24,143.31107,-12.78149,,8,18.33,0.044,40,0.087,6.04,1.99,0.26,0.09,14,2.65,5.2,3,111,68.4,13.27,5.6,3.5,Forest,75
s42155,189113,BC8BY,2017-02-24,143.3111,-12.78172,,8,19.41,0.032,40,0.188,3.38,1.54,0.19,0.08,7,2.33,4.8,4,80,73.42,7.17,6.8,3.5,Forest,75
s42158,126730,BC8BY,2017-02-26,143.31297,-12.7805,,5,19.98,0.063,53,0.115,5.34,2.13,0.49,0.09,19,2.68,5,5,216,63,17.02,8.4,3.5,Forest,88.00000000000001
s42159,92166,BC8BY,2017-02-26,143.31325,-12.7805,,6,18.76,0.099,53,0.091,7.5,2.69,0.49,0.16,19,3.66,5.1,6,216,59.45,21.78,12.3,3.5,Forest,88.00000000000001
s42162,57211,BC8BY,2017-02-27,143.31433,-12.7805,,3,17.43,0.038,54,0.094,3.39,2.22,0.31,0.09,12,2.5,4.8,5,170,73.31,9.26,7.5,3.5,Forest,87.00000000000001
s42163,121163,BC8BY,2017-02-27,143.31445,-12.78028,,6,17.46,0.078,54,0.058,7.38,3.05,0.42,0.09,18,3.13,5.3,9,193,73.78,8.76,8.2,3.5,Forest,87.00000000000001
s42166,80838,BC8BY,2017-02-27,143.32346,-12.7748,,6,12.68,0.109,74,0.051,13.75,5.61,0.51,0.12,28,4.35,5.8,10,208,65.78,21.54,13.4,3.5,Forest,85.00000000000001
s42167,121082,BC8BY,2017-02-27,143.32362,-12.77473,,5,14.44,0.099,74,0.058,15.45,6.46,0.35,0.12,30,4.89,5.9,11,155,66.23,19.32,12.1,3,Forest,85.00000000000001
s42170,60240,BC8BY,2017-02-27,143.32452,-12.77382,,4,12.55,0.146,94,0.051,15.16,9.07,0.45,0.47,39,4.65,5.4,17,220,63.21,24.24,19.1,3.5,Forest,85.00000000000001
s42171,70322,BC8BY,2017-02-27,143.32468,-12.77392,,4,9.49,0.144,94,0.042,17.45,9.13,0.43,0.28,39,4.35,5.5,16,220,66.66,23.85,21.4,3.5,Forest,85.00000000000001
s42174,50869,BC8BY,2017-02-27,143.31889,-12.7772,,2,20.39,0.08,57,0.09,7.02,2.78,0.19,0.17,14,2.79,5.4,8,120,69.39,10.22,12.3,3.5,Forest,75
s42175,94878,BC8BY,2017-02-27,143.31891,-12.7769,,3,16.4,0.067,57,0.092,5.02,2.12,0.2,0.11,14,2.56,5.2,9,116,77.43,6.17,9.2,3.5,Forest,75
s42178,67336,BC8BY,2017-02-28,143.31866,-12.77179,,6,14.11,0.107,66,0.048,11.08,3.57,0.47,0.1,20,3.77,5.8,10,200,70.73,15.17,13,3.5,Forest,88.00000000000001
s42179,199765,BC8BY,2017-02-28,143.31859,-12.77157,,6,8.7,0.092,66,0.028,12.93,3.96,0.52,0.1,21,4.3,5.9,8,221,68.94,22.36,11.6,3.5,Forest,88.00000000000001
s42182,127863,BC8BY,2017-02-26,143.31508,-12.77913,,7,9.45,0.107,74,0.055,6.67,2.77,0.66,0.11,21,3.46,5.3,11,289,71.54,19,12.4,3.5,Forest,87.00000000000001
s42183,94918,BC8BY,2017-02-26,143.31532,-12.77903,,6,10.3,0.15,74,0.029,11.23,5.68,1,0.12,33,4.44,5.8,14,393,71.82,17.88,14.5,3.5,Forest,87.00000000000001
s42238,37058,BJTVT,2017-08-23,115.80861,-32.31638,No recent fire,4,1.94,0.024,100,0.06,1.98,0.41,0.04,0.06,1e-10,0.95,4.3,3,17,97.06,1,2.2,1,Woodland,37.000000000000014
s42240,132017,BJTVT,2017-08-23,115.86944,-32.20472,No recent fire,5,1.94,0.02,100,0.096,1.03,0.19,0.03,0.08,1e-10,0.79,4.3,2,18,97.07,0.99,2.7,1,Woodland,36.00000000000001
s42244,43301,BJTVT,2017-08-23,115.83638,-32.08166,No recent fire,3,1.99,0.028,100,0.06,3.87,0.85,0.07,0.07,1,1.45,4.8,2,32,95.97,2.04,2.5,1,Woodland,44.99999999999999
s42246,34875,BJTVT,2017-08-23,115.81722,-31.84166,No recent fire,5,3.95,0.02,100,0.149,1.53,0.42,0.05,0.05,1,0.8,4.6,3,28,95.05,1,2.4,1,Woodland,37.000000000000014
s42248,50633,BJTVT,2017-08-23,115.76166,-31.85916,No recent fire,4,2.97,0.026,100,0.071,2.15,0.64,0.07,0.07,1,1.05,4.8,3,36,96.02,1.01,2.3,1,Woodland,33.00000000000001
s42258,45106,BJTVT,2017-08-24,115.94277,-31.39388,No recent fire,4,3.94,0.021,100,0.111,1.94,0.4,0.06,0.05,1,1.78,4.4,3,22,95.07,1,2.2,1,Woodland,30.000000000000004
s42262,56134,BJTVT,2017-08-24,115.63777,-31.39277,No recent fire,3,2.93,0.014,100,0.072,1.1,0.22,0.03,0.04,1e-10,0.67,4.7,1e-10,16,97.07,1e-10,1.3,1,Woodland,34.00000000000001
s42264,28177,BJTVT,2017-08-24,115.69055,-31.55138,No recent fire,5,6.06,0.034,100,0.044,3.87,0.96,0.09,0.08,1e-10,1.44,5.1,3,28,93.94,1e-10,2.2,1,Woodland,30.000000000000004
s42268,29258,BJTVT,2017-08-24,115.77972,-31.79416,No recent fire,5,4.97,0.038,100,0.063,3.05,0.56,0.06,0.06,1,1.5,5.1,1e-10,24,94.02,1,2.7,1,Woodland,39.000000000000014
s42282,37784,BJTVT,2017-08-30,115.43944,-31.18916,No recent fire,6,4.95,0.031,50,0.108,2.15,0.46,0.05,0.07,2,1.28,4.7,3,28,95.05,1e-10,3.1,1,Woodland,35.00000000000001
s42284,31734,BJTVT,2017-09-06,115.82916,-31.965,No recent fire,3,3.89,0.016,100,0.109,2.72,0.5,0.04,0.05,2,1.24,4.2,3,15,96.11,1e-10,1.8,1,Woodland,46
s42286,59957,BJTVT,2017-09-06,115.77388,-31.94138,No recent fire,2,4.02,0.056,100,0.019,5.4,0.67,0.03,0.05,3,1.33,5.7,4,1e-10,94.97,1.02,2.6,1,Woodland,38.000000000000014
